type,mass_drivers_online,area_m2,system
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,48765378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,48823711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,48882044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,48940378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,48998711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49057044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49115378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49173711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49232044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49290378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49348711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49407044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49465378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49523711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49582044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49640378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49698711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49757044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49815378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49873711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49932044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,49990378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50048711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50107044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50165378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50223711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50282044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50340378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50398711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50457044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50515378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50573711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50632044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50690378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50748711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50807044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50865378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50923711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,50982044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51040378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51098711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51157044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51215378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51273711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51332044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51390378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51448711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51507044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51565378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51623711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51682044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51740378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51798711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51857044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51915378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,51973711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52032044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52090378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52148711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52207044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52265378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52323711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52382044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52440378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52498711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52557044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52615378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52673711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52732044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52790378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52848711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52907044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,52965378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53023711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53082044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53140378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53198711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53257044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53315378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53373711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53432044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53490378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53548711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53607044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53665378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53723711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53782044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53840378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53898711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,53957044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,54015378.0,,
launch,,400000000.0,mercury_mass_driver
