type,mass_drivers_online,area_m2,system
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,19773711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,19832044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,19890378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,19948711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20007044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20065378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20123711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20182044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20240378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20298711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20357044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20415378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20473711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20532044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20590378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20648711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20707044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20765378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20823711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20882044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20940378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,20998711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21057044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21115378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21173711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21232044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21290378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21348711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21407044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21465378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21523711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21582044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21640378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21698711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21757044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21815378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21873711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21932044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,21990378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22048711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22107044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22165378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22223711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22282044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22340378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22398711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22457044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22515378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22573711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22632044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22690378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22748711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22807044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22865378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22923711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,22982044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23040378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23098711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23157044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23215378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23273711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23332044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23390378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23448711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23507044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23565378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23623711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23682044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23740378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23798711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23857044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23915378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,23973711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24032044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24090378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24148711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24207044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24265378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24323711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24382044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24440378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24498711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24557044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24615378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24673711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24732044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24790378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24848711.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24907044.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,24965378.0,,
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
launch,,400000000.0,mercury_mass_driver
infrastructure,25023711.0,,
