index,a_AU_mean,cum_area_m2,optical_depth,power_GW
0,0.4,62675000000.0,1.3928799017026262e-12,64388.405704430945
1,0.44999999999999996,62675000000.0,1.100547082826767e-12,50874.7896923899
2,0.5,62675000000.0,8.914431370896808e-13,41208.57965083582
