day,phase,pv_m2,structure_kg,launched_m2,cum_area_m2,optical_depth,power_GW_1AU_equiv,mass_drivers_online,energy_kWh,resource_remaining_kg,used_mass_kg_day,transport_MW_used,transport_MWh,band_0_area_m2,band_1_area_m2,band_2_area_m2,band_0_od,band_1_od,band_2_od
6546,2,63579504995.346794,190738514986.0404,400000000.0,67230000000.0,4.980365153116211e-13,69836.7924922081,26782044,1113548459018.5024,1.5419008735943222e+18,200275440735.34244,300.0,7200.0,22410000000.0,22410000000.0,22410000000.0,4.980365153116211e-13,3.935103330857255e-13,3.1874336979943753e-13
6547,2,63581641341.45186,190744924024.3556,400000000.0,67245000000.0,4.981476345698344e-13,69850.45073559663,26790378,1113585875555.6934,1.541900673312152e+18,200282170225.57336,300.0,7200.0,22415000000.0,22415000000.0,22415000000.0,4.981476345698344e-13,3.9359813101814087e-13,3.18814486124694e-13
6548,2,63583777433.089806,190751332299.2694,400000000.0,67260000000.0,4.982587538280476e-13,69864.10817388375,26798711,1113623287636.0786,1.5419004730232532e+18,200288898914.23288,300.0,7200.0,22420000000.0,22420000000.0,22420000000.0,4.982587538280476e-13,3.936859289505563e-13,3.1888560244995045e-13
6549,2,63585913270.32978,190757739810.98932,400000000.0,67275000000.0,4.983698730862608e-13,69877.7648071034,26807044,1113660695260.87,1.5419002727276262e+18,200295626801.5388,300.0,7200.0,22425000000.0,22425000000.0,22425000000.0,4.983698730862608e-13,3.9377372688297163e-13,3.189567187752069e-13
6550,2,63588048853.24092,190764146559.72278,400000000.0,67290000000.0,4.98480992344474e-13,69891.42063528956,26815378,1113698098431.2783,1.5419000724252723e+18,200302353887.70892,300.0,7200.0,22430000000.0,22430000000.0,22430000000.0,4.98480992344474e-13,3.9386152481538703e-13,3.1902783510046336e-13
6551,2,63590184181.892334,190770552545.677,400000000.0,67305000000.0,4.985921116026873e-13,69905.07565847623,26823711,1113735497148.5134,1.5418998721161923e+18,200309080172.96085,300.0,7200.0,22435000000.0,22435000000.0,22435000000.0,4.985921116026873e-13,3.939493227478024e-13,3.190989514257198e-13
6552,2,63592319256.35307,190776957769.05923,400000000.0,67320000000.0,4.987032308609004e-13,69918.72987669738,26832044,1113772891413.7854,1.5418996718003866e+18,200315805657.5122,300.0,7200.0,22440000000.0,22440000000.0,22440000000.0,4.987032308609004e-13,3.940371206802178e-13,3.191700677509763e-13
6553,2,63594454076.69221,190783362230.07663,400000000.0,67335000000.0,4.988143501191137e-13,69932.38328998694,26840378,1113810281228.3035,1.5418994714778563e+18,200322530341.58044,300.0,7200.0,22445000000.0,22445000000.0,22445000000.0,4.988143501191137e-13,3.9412491861263314e-13,3.1924118407623274e-13
6554,2,63596588642.97873,190789765928.9362,400000000.0,67350000000.0,4.989254693773268e-13,69946.03589837898,26848711,1113847666593.276,1.541899271148602e+18,200329254225.383,300.0,7200.0,22450000000.0,22450000000.0,22450000000.0,4.989254693773268e-13,3.9421271654504855e-13,3.193123004014892e-13
6555,2,63598722955.281624,190796168865.84485,400000000.0,67365000000.0,4.990365886355401e-13,69959.6877019074,26857044,1113885047509.9111,1.5418990708126246e+18,200335977309.1371,300.0,7200.0,22455000000.0,22455000000.0,22455000000.0,4.990365886355401e-13,3.943005144774639e-13,3.1938341672674566e-13
6556,2,63600857013.669846,190802571041.00952,400000000.0,67380000000.0,4.991477078937533e-13,69973.33870060623,26865378,1113922423979.4172,1.541898870469925e+18,200342699593.06,300.0,7200.0,22460000000.0,22460000000.0,22460000000.0,4.991477078937533e-13,3.943883124098793e-13,3.194545330520021e-13
6557,2,63602990818.212326,190808972454.63696,400000000.0,67395000000.0,4.992588271519665e-13,69986.98889450936,26873711,1113959796003.001,1.541898670120504e+18,200349421077.3688,300.0,7200.0,22465000000.0,22465000000.0,22465000000.0,4.992588271519665e-13,3.9447611034229466e-13,3.195256493772586e-13
6558,2,63605124368.97796,190815373106.93387,400000000.0,67410000000.0,4.993699464101797e-13,70000.63828365083,26882044,1113997163581.8691,1.5418984697643622e+18,200356141762.28055,300.0,7200.0,22470000000.0,22470000000.0,22470000000.0,4.993699464101797e-13,3.9456390827471006e-13,3.1959676570251503e-13
6559,2,63607257666.03561,190821772998.1068,400000000.0,67425000000.0,4.99481065668393e-13,70014.28686806458,26890378,1114034526717.2278,1.5418982694015007e+18,200362861648.01215,300.0,7200.0,22475000000.0,22475000000.0,22475000000.0,4.99481065668393e-13,3.946517062071254e-13,3.196678820277715e-13
6560,2,63609390709.45411,190828172128.3623,400000000.0,67440000000.0,4.995921849266061e-13,70027.93464778457,26898711,1114071885410.2825,1.5418980690319199e+18,200369580734.78043,300.0,7200.0,22480000000.0,22480000000.0,22480000000.0,4.995921849266061e-13,3.9473950413954077e-13,3.1973899835302795e-13
6561,2,63611523499.30228,190834570497.90683,400000000.0,67455000000.0,4.997033041848194e-13,70041.58162284478,26907044,1114109239662.2385,1.5418978686556209e+18,200376299022.8022,300.0,7200.0,22485000000.0,22485000000.0,22485000000.0,4.997033041848194e-13,3.9482730207195617e-13,3.198101146782844e-13
6562,2,63613656035.64889,190840968106.94666,400000000.0,67470000000.0,4.998144234430325e-13,70055.22779327919,26915378,1114146589474.3003,1.5418976682726044e+18,200383016512.29398,300.0,7200.0,22490000000.0,22490000000.0,22490000000.0,4.998144234430325e-13,3.949151000043715e-13,3.198812310035408e-13
6563,2,63615788318.562675,190847364955.68805,400000000.0,67485000000.0,4.999255427012458e-13,70068.87315912174,26923711,1114183934847.672,1.5418974678828713e+18,200389733203.47244,300.0,7200.0,22495000000.0,22495000000.0,22495000000.0,4.999255427012458e-13,3.9500289793678693e-13,3.199523473287973e-13
6564,2,63617920348.11239,190853761044.3372,400000000.0,67500000000.0,5.00036661959459e-13,70082.51772040638,26932044,1114221275783.5579,1.541897267486422e+18,200396449096.55405,300.0,7200.0,22500000000.0,22500000000.0,22500000000.0,5.00036661959459e-13,3.950906958692023e-13,3.2002346365405374e-13
6565,2,63620052124.366714,190860156373.10016,400000000.0,67515000000.0,5.001477812176722e-13,70096.16147716713,26940378,1114258612283.1602,1.5418970670832579e+18,200403164191.75516,300.0,7200.0,22505000000.0,22505000000.0,22505000000.0,5.001477812176722e-13,3.951784938016177e-13,3.200945799793102e-13
6566,2,63622183647.394295,190866550942.1829,400000000.0,67530000000.0,5.002589004758854e-13,70109.80442943788,26948711,1114295944347.6814,1.5418968666733793e+18,200409878489.29202,300.0,7200.0,22510000000.0,22510000000.0,22510000000.0,5.002589004758854e-13,3.9526629173403304e-13,3.2016569630456665e-13
6567,2,63624314917.26378,190872944751.79132,400000000.0,67545000000.0,5.003700197340986e-13,70123.44657725263,26957044,1114333271978.3242,1.5418966662567875e+18,200416591989.3809,300.0,7200.0,22515000000.0,22515000000.0,22515000000.0,5.003700197340986e-13,3.9535408966644844e-13,3.202368126298231e-13
6568,2,63626445934.04377,190879337802.13132,400000000.0,67560000000.0,5.004811389923118e-13,70137.08792064532,26965378,1114370595176.29,1.5418964658334828e+18,200423304692.23788,300.0,7200.0,22520000000.0,22520000000.0,22520000000.0,5.004811389923118e-13,3.954418875988638e-13,3.2030792895507957e-13
6569,2,63628576697.80285,190885730093.40854,400000000.0,67575000000.0,5.005922582505251e-13,70150.72845964992,26973711,1114407913942.7795,1.5418962654034662e+18,200430016598.07898,300.0,7200.0,22525000000.0,22525000000.0,22525000000.0,5.005922582505251e-13,3.955296855312792e-13,3.2037904528033603e-13
6570,2,63630707208.609535,190892121625.8286,400000000.0,67590000000.0,5.007033775087382e-13,70164.36819430036,26982044,1114445228278.9937,1.5418960649667384e+18,200436727707.12006,300.0,7200.0,22530000000.0,22530000000.0,22530000000.0,5.007033775087382e-13,3.9561748346369455e-13,3.204501616055925e-13
6571,2,63632837466.53239,190898512399.59717,400000000.0,67605000000.0,5.008144967669515e-13,70178.00712463066,26990378,1114482538186.1323,1.5418958645233004e+18,200443438019.57703,300.0,7200.0,22535000000.0,22535000000.0,22535000000.0,5.008144967669515e-13,3.9570528139610995e-13,3.2052127793084895e-13
6572,2,63634967471.63986,190904902414.91962,400000000.0,67620000000.0,5.009256160251647e-13,70191.64525067469,26998711,1114519843665.3948,1.5418956640731528e+18,200450147535.6656,300.0,7200.0,22540000000.0,22540000000.0,22540000000.0,5.009256160251647e-13,3.957930793285253e-13,3.205923942561054e-13
6573,2,63637097224.00044,190911291672.00134,400000000.0,67635000000.0,5.010367352833779e-13,70205.28257246644,27007044,1114557144717.9807,1.5418954636162967e+18,200456856255.6014,300.0,7200.0,22545000000.0,22545000000.0,22545000000.0,5.010367352833779e-13,3.958808772609407e-13,3.2066351058136187e-13
6574,2,63639226723.68253,190917680171.0476,400000000.0,67650000000.0,5.011478545415911e-13,70218.91909003985,27015378,1114594441345.088,1.5418952631527324e+18,200463564179.59998,300.0,7200.0,22550000000.0,22550000000.0,22550000000.0,5.011478545415911e-13,3.9596867519335606e-13,3.2073462690661833e-13
6575,2,63641355970.75455,190924067912.26364,400000000.0,67665000000.0,5.012589737998043e-13,70232.5548034289,27023711,1114631733547.915,1.5418950626824612e+18,200470271307.87683,300.0,7200.0,22555000000.0,22555000000.0,22555000000.0,5.012589737998043e-13,3.9605647312577147e-13,3.208057432318748e-13
6576,2,63643484965.28487,190930454895.8546,400000000.0,67680000000.0,5.013700930580175e-13,70246.18971266749,27032044,1114669021327.6587,1.5418948622054835e+18,200476977640.64734,300.0,7200.0,22560000000.0,22560000000.0,22560000000.0,5.013700930580175e-13,3.961442710581868e-13,3.2087685955713124e-13
6577,2,63645613707.34183,190936841122.02548,400000000.0,67695000000.0,5.014812123162308e-13,70259.82381778957,27040378,1114706304685.5166,1.5418946617218002e+18,200483683178.12677,300.0,7200.0,22565000000.0,22565000000.0,22565000000.0,5.014812123162308e-13,3.962320689906022e-13,3.209479758823877e-13
6578,2,63647742196.99375,190943226590.98123,400000000.0,67710000000.0,5.015923315744439e-13,70273.45711882913,27048711,1114743583622.6853,1.5418944612314125e+18,200490387920.5303,300.0,7200.0,22570000000.0,22570000000.0,22570000000.0,5.015923315744439e-13,3.963198669230176e-13,3.2101909220764416e-13
6579,2,63649870434.30891,190949611302.92673,400000000.0,67725000000.0,5.017034508326572e-13,70287.08961582006,27057044,1114780858140.36,1.5418942607343204e+18,200497091868.07306,300.0,7200.0,22575000000.0,22575000000.0,22575000000.0,5.017034508326572e-13,3.96407664855433e-13,3.210902085329006e-13
6580,2,63651998419.35557,190955995258.06668,400000000.0,67740000000.0,5.018145700908704e-13,70300.72130879636,27065378,1114818128239.7373,1.5418940602305254e+18,200503795020.97003,300.0,7200.0,22580000000.0,22580000000.0,22580000000.0,5.018145700908704e-13,3.9649546278784833e-13,3.211613248581571e-13
6581,2,63654126152.20196,190962378456.60587,400000000.0,67755000000.0,5.019256893490836e-13,70314.35219779192,27073711,1114855393922.0115,1.5418938597200282e+18,200510497379.43616,300.0,7200.0,22585000000.0,22585000000.0,22585000000.0,5.019256893490836e-13,3.9658326072026374e-13,3.2123244118341354e-13
6582,2,63656253632.916275,190968760898.7488,400000000.0,67770000000.0,5.020368086072968e-13,70327.98228284072,27082044,1114892655188.377,1.541893659202829e+18,200517198943.68625,300.0,7200.0,22590000000.0,22590000000.0,22590000000.0,5.020368086072968e-13,3.966710586526791e-13,3.2130355750867e-13
6583,2,63658380861.56669,190975142584.70007,400000000.0,67785000000.0,5.0214792786551e-13,70341.61156397665,27090378,1114929912040.028,1.5418934586789294e+18,200523899713.9351,300.0,7200.0,22595000000.0,22595000000.0,22595000000.0,5.0214792786551e-13,3.967588565850945e-13,3.213746738339264e-13
6584,2,63660507838.221344,190981523514.66403,400000000.0,67800000000.0,5.022590471237233e-13,70355.24004123369,27098711,1114967164478.1577,1.5418932581483297e+18,200530599690.39725,300.0,7200.0,22600000000.0,22600000000.0,22600000000.0,5.022590471237233e-13,3.9684665451750985e-13,3.2144579015918286e-13
6585,2,63662634562.94836,190987903688.8451,400000000.0,67815000000.0,5.023701663819365e-13,70368.86771464575,27107044,1115004412503.9595,1.5418930576110308e+18,200537298873.28735,300.0,7200.0,22605000000.0,22605000000.0,22605000000.0,5.023701663819365e-13,3.9693445244992525e-13,3.215169064844393e-13
6586,2,63664761035.81581,190994283107.44745,400000000.0,67830000000.0,5.024812856401497e-13,70382.4945842468,27115378,1115041656118.625,1.5418928570670336e+18,200543997262.81982,300.0,7200.0,22610000000.0,22610000000.0,22610000000.0,5.024812856401497e-13,3.970222503823406e-13,3.215880228096958e-13
6587,2,63666887256.891754,191000661770.67523,400000000.0,67845000000.0,5.025924048983629e-13,70396.12065007073,27123711,1115078895323.3472,1.5418926565163387e+18,200550694859.20898,300.0,7200.0,22615000000.0,22615000000.0,22615000000.0,5.025924048983629e-13,3.97110048314756e-13,3.2165913913495224e-13
6588,2,63669013226.244225,191007039678.73267,400000000.0,67860000000.0,5.027035241565761e-13,70409.7459121515,27132044,1115116130119.3174,1.541892455958947e+18,200557391662.6693,300.0,7200.0,22620000000.0,22620000000.0,22620000000.0,5.027035241565761e-13,3.9719784624717136e-13,3.217302554602087e-13
6589,2,63671138943.94121,191013416831.8236,400000000.0,67875000000.0,5.028146434147893e-13,70423.37037052301,27140378,1115153360507.725,1.5418922553948595e+18,200564087673.4148,300.0,7200.0,22625000000.0,22625000000.0,22625000000.0,5.028146434147893e-13,3.9728564417958677e-13,3.2180137178546516e-13
6590,2,63673264410.05069,191019793230.15204,400000000.0,67890000000.0,5.029257626730026e-13,70436.99402521926,27148711,1115190586489.763,1.5418920548240765e+18,200570782891.65964,300.0,7200.0,22630000000.0,22630000000.0,22630000000.0,5.029257626730026e-13,3.973734421120021e-13,3.218724881107216e-13
6591,2,63675389624.6406,191026168873.92178,400000000.0,67905000000.0,5.030368819312157e-13,70450.61687627409,27157044,1115227808066.6194,1.5418918542465992e+18,200577477317.61786,300.0,7200.0,22635000000.0,22635000000.0,22635000000.0,5.030368819312157e-13,3.974612400444175e-13,3.2194360443597807e-13
6592,2,63677514587.77885,191032543763.33655,400000000.0,67920000000.0,5.03148001189429e-13,70464.23892372148,27165378,1115265025239.4841,1.5418916536624282e+18,200584170951.5034,300.0,7200.0,22640000000.0,22640000000.0,22640000000.0,5.03148001189429e-13,3.975490379768329e-13,3.2201472076123453e-13
6593,2,63679639299.53333,191038917898.59998,400000000.0,67935000000.0,5.032591204476422e-13,70477.86016759535,27173711,1115302238009.5464,1.5418914530715645e+18,200590863793.52997,300.0,7200.0,22645000000.0,22645000000.0,22645000000.0,5.032591204476422e-13,3.976368359092483e-13,3.22085837086491e-13
6594,2,63681763759.971886,191045291279.91565,400000000.0,67950000000.0,5.033702397058554e-13,70491.4806079296,27182044,1115339446377.9941,1.5418912524740086e+18,200597555843.91144,300.0,7200.0,22650000000.0,22650000000.0,22650000000.0,5.033702397058554e-13,3.9772463384166363e-13,3.2215695341174745e-13
6595,2,63683887969.16236,191051663907.48706,400000000.0,67965000000.0,5.034813589640686e-13,70505.10024475818,27190378,1115376650346.0159,1.5418910518697615e+18,200604247102.86142,300.0,7200.0,22655000000.0,22655000000.0,22655000000.0,5.034813589640686e-13,3.9781243177407904e-13,3.222280697370039e-13
6596,2,63686011927.17254,191058035781.51764,400000000.0,67980000000.0,5.035924782222818e-13,70518.71907811503,27198711,1115413849914.7988,1.541890851258824e+18,200610937570.5935,300.0,7200.0,22660000000.0,22660000000.0,22660000000.0,5.035924782222818e-13,3.979002297064944e-13,3.2229918606226037e-13
6597,2,63688135634.07019,191064406902.21054,400000000.0,67995000000.0,5.03703597480495e-13,70532.33710803403,27207044,1115451045085.5298,1.5418906506411968e+18,200617627247.32108,300.0,7200.0,22665000000.0,22665000000.0,22665000000.0,5.03703597480495e-13,3.979880276389098e-13,3.2237030238751683e-13
6598,2,63690259089.92306,191070777269.76917,400000000.0,68010000000.0,5.038147167387083e-13,70545.95433454908,27215378,1115488235859.395,1.5418904500168806e+18,200624316133.25763,300.0,7200.0,22670000000.0,22670000000.0,22670000000.0,5.038147167387083e-13,3.9807582557132515e-13,3.224414187127733e-13
6599,2,63692382294.79886,191077146884.39658,400000000.0,68025000000.0,5.039258359969214e-13,70559.57075769416,27223711,1115525422237.581,1.5418902493858762e+18,200631004228.6164,300.0,7200.0,22675000000.0,22675000000.0,22675000000.0,5.039258359969214e-13,3.9816362350374055e-13,3.2251253503802975e-13
6600,2,63694505248.76527,191083515746.2958,400000000.0,68040000000.0,5.040369552551347e-13,70573.18637750315,27232044,1115562604221.2725,1.5418900487481848e+18,200637691533.6106,300.0,7200.0,22680000000.0,22680000000.0,22680000000.0,5.040369552551347e-13,3.982514214361559e-13,3.225836513632862e-13
6601,2,63696627951.889946,191089883855.66986,400000000.0,68055000000.0,5.041480745133479e-13,70586.80119401001,27240378,1115599781811.6553,1.5418898481038067e+18,200644378048.45334,300.0,7200.0,22685000000.0,22685000000.0,22685000000.0,5.041480745133479e-13,3.983392193685713e-13,3.2265476768854266e-13
6602,2,63698750404.24052,191096251212.7216,400000000.0,68070000000.0,5.042591937715611e-13,70600.41520724859,27248711,1115636955009.913,1.541889647452743e+18,200651063773.35767,300.0,7200.0,22690000000.0,22690000000.0,22690000000.0,5.042591937715611e-13,3.9842701730098666e-13,3.227258840137991e-13
6603,2,63700872605.88458,191102617817.65375,400000000.0,68085000000.0,5.043703130297743e-13,70614.02841725285,27257044,1115674123817.2297,1.5418894467949942e+18,200657748708.53644,300.0,7200.0,22695000000.0,22695000000.0,22695000000.0,5.043703130297743e-13,3.9851481523340206e-13,3.2279700033905553e-13
6604,2,63702994556.88972,191108983670.66916,400000000.0,68100000000.0,5.044814322879875e-13,70627.64082405667,27265378,1115711288234.7896,1.5418892461305615e+18,200664432854.2026,300.0,7200.0,22700000000.0,22700000000.0,22700000000.0,5.044814322879875e-13,3.986026131658174e-13,3.22868116664312e-13
6605,2,63705116257.323456,191115348771.97037,400000000.0,68115000000.0,5.045925515462007e-13,70641.25242769401,27273711,1115748448263.7744,1.5418890454594452e+18,200671116210.56888,300.0,7200.0,22705000000.0,22705000000.0,22705000000.0,5.045925515462007e-13,3.986904110982328e-13,3.2293923298956845e-13
6606,2,63707237707.2533,191121713121.75992,400000000.0,68130000000.0,5.04703670804414e-13,70654.86322819872,27282044,1115785603905.3674,1.5418888447816463e+18,200677798777.8479,300.0,7200.0,22710000000.0,22710000000.0,22710000000.0,5.04703670804414e-13,3.9877820903064817e-13,3.230103493148249e-13
6607,2,63709358906.746765,191128076720.24026,400000000.0,68145000000.0,5.048147900626271e-13,70668.47322560474,27290378,1115822755160.7505,1.5418886440971658e+18,200684480556.2523,300.0,7200.0,22715000000.0,22715000000.0,22715000000.0,5.048147900626271e-13,3.988660069630636e-13,3.2308146564008137e-13
6608,2,63711479855.87127,191134439567.6138,400000000.0,68160000000.0,5.049259093208404e-13,70682.08241994596,27298711,1115859902031.1047,1.5418884434060042e+18,200691161545.99448,300.0,7200.0,22720000000.0,22720000000.0,22720000000.0,5.049259093208404e-13,3.9895380489547893e-13,3.231525819653378e-13
6609,2,63713600554.69427,191140801664.0828,400000000.0,68175000000.0,5.050370285790535e-13,70695.69081125631,27307044,1115897044517.6116,1.5418882427081626e+18,200697841747.28693,300.0,7200.0,22725000000.0,22725000000.0,22725000000.0,5.050370285790535e-13,3.9904160282789433e-13,3.232236982905943e-13
6610,2,63715721003.28315,191147163009.84943,400000000.0,68190000000.0,5.051481478372668e-13,70709.2983995697,27315378,1115934182621.4512,1.5418880420036413e+18,200704521160.3419,300.0,7200.0,22730000000.0,22730000000.0,22730000000.0,5.051481478372668e-13,3.991294007603097e-13,3.2329481461585074e-13
6611,2,63717841201.7053,191153523605.11588,400000000.0,68205000000.0,5.0525926709548e-13,70722.90518491999,27323711,1115971316343.8032,1.5418878412924416e+18,200711199785.37167,300.0,7200.0,22735000000.0,22735000000.0,22735000000.0,5.0525926709548e-13,3.992171986927251e-13,3.233659309411072e-13
6612,2,63719961150.02803,191159883450.0841,400000000.0,68220000000.0,5.053703863536932e-13,70736.51116734112,27332044,1116008445685.8477,1.541887640574564e+18,200717877622.58832,300.0,7200.0,22740000000.0,22740000000.0,22740000000.0,5.053703863536932e-13,3.9930499662514044e-13,3.2343704726636366e-13
6613,2,63722080848.31869,191166242544.95605,400000000.0,68235000000.0,5.054815056119064e-13,70750.11634686697,27340378,1116045570648.7632,1.5418874398500093e+18,200724554672.20386,300.0,7200.0,22745000000.0,22745000000.0,22745000000.0,5.054815056119064e-13,3.9939279455755585e-13,3.235081635916201e-13
6614,2,63724200296.64455,191172600889.93362,400000000.0,68250000000.0,5.055926248701197e-13,70763.72072353146,27348711,1116082691233.7283,1.5418872391187784e+18,200731230934.4303,300.0,7200.0,22750000000.0,22750000000.0,22750000000.0,5.055926248701197e-13,3.994805924899712e-13,3.235792799168766e-13
6615,2,63726319495.07285,191178958485.21854,400000000.0,68265000000.0,5.057037441283328e-13,70777.32429736847,27357044,1116119807441.9211,1.541887038380872e+18,200737906409.47946,300.0,7200.0,22755000000.0,22755000000.0,22755000000.0,5.057037441283328e-13,3.995683904223866e-13,3.2365039624213304e-13
6616,2,63728438443.67085,191185315331.01254,400000000.0,68280000000.0,5.058148633865461e-13,70790.9270684119,27365378,1116156919274.519,1.5418868376362908e+18,200744581097.56317,300.0,7200.0,22760000000.0,22760000000.0,22760000000.0,5.058148633865461e-13,3.9965618835480196e-13,3.237215125673895e-13
6617,2,63730557142.50574,191191671427.5172,400000000.0,68295000000.0,5.059259826447592e-13,70804.52903669565,27373711,1116194026732.699,1.541886636885036e+18,200751254998.89307,300.0,7200.0,22765000000.0,22765000000.0,22765000000.0,5.059259826447592e-13,3.9974398628721736e-13,3.2379262889264595e-13
6618,2,63732675591.644684,191198026774.93405,400000000.0,68310000000.0,5.060371019029725e-13,70818.13020225361,27382044,1116231129817.6372,1.5418864361271078e+18,200757928113.68076,300.0,7200.0,22770000000.0,22770000000.0,22770000000.0,5.060371019029725e-13,3.998317842196327e-13,3.238637452179024e-13
6619,2,63734793791.15485,191204381373.46454,400000000.0,68325000000.0,5.061482211611857e-13,70831.73056511971,27390378,1116268228530.5103,1.5418862353625073e+18,200764600442.13776,300.0,7200.0,22775000000.0,22775000000.0,22775000000.0,5.061482211611857e-13,3.999195821520481e-13,3.2393486154315887e-13
6620,2,63736911741.103325,191210735223.30997,400000000.0,68340000000.0,5.062593404193989e-13,70845.33012532778,27398711,1116305322872.4934,1.5418860345912353e+18,200771271984.47546,300.0,7200.0,22780000000.0,22780000000.0,22780000000.0,5.062593404193989e-13,4.0000738008446347e-13,3.2400597786841533e-13
6621,2,63739029441.55721,191217088324.67163,400000000.0,68355000000.0,5.063704596776121e-13,70858.92888291173,27407044,1116342412844.7612,1.5418858338132925e+18,200777942740.9052,300.0,7200.0,22785000000.0,22785000000.0,22785000000.0,5.063704596776121e-13,4.000951780168789e-13,3.240770941936718e-13
6622,2,63741146892.58358,191223440677.75073,400000000.0,68370000000.0,5.064815789358254e-13,70872.52683790548,27415378,1116379498448.489,1.54188563302868e+18,200784612711.63828,300.0,7200.0,22790000000.0,22790000000.0,22790000000.0,5.064815789358254e-13,4.0018297594929423e-13,3.2414821051892825e-13
6623,2,63743264094.24946,191229792282.74838,400000000.0,68385000000.0,5.065926981940385e-13,70886.1239903429,27423711,1116416579684.8503,1.541885432237398e+18,200791281896.8858,300.0,7200.0,22795000000.0,22795000000.0,22795000000.0,5.065926981940385e-13,4.0027077388170963e-13,3.242193268441847e-13
6624,2,63745381046.62183,191236143139.8655,400000000.0,68400000000.0,5.067038174522518e-13,70899.72034025786,27432044,1116453656555.0188,1.5418852314394478e+18,200797950296.8588,300.0,7200.0,22800000000.0,22800000000.0,22800000000.0,5.067038174522518e-13,4.00358571814125e-13,3.242904431694411e-13
6625,2,63747497749.7677,191242493249.3031,400000000.0,68415000000.0,5.06814936710465e-13,70913.31588768426,27440378,1116490729060.1672,1.5418850306348298e+18,200804617911.76825,300.0,7200.0,22805000000.0,22805000000.0,22805000000.0,5.06814936710465e-13,4.004463697465404e-13,3.2436155949469757e-13
6626,2,63749614203.754,191248842611.262,400000000.0,68430000000.0,5.069260559686782e-13,70926.91063265598,27448711,1116527797201.4683,1.541884829823545e+18,200811284741.8251,300.0,7200.0,22810000000.0,22810000000.0,22810000000.0,5.069260559686782e-13,4.0053416767895574e-13,3.2443267581995403e-13
6627,2,63751730408.64765,191255191225.94296,400000000.0,68445000000.0,5.070371752268915e-13,70940.50457520693,27457044,1116564860980.0942,1.5418846290055944e+18,200817950787.2401,300.0,7200.0,22815000000.0,22815000000.0,22815000000.0,5.070371752268915e-13,4.0062196561137115e-13,3.245037921452105e-13
6628,2,63753846364.51556,191261539093.54666,400000000.0,68460000000.0,5.071482944851046e-13,70954.09771537094,27465378,1116601920397.2168,1.5418844281809782e+18,200824616048.224,300.0,7200.0,22820000000.0,22820000000.0,22820000000.0,5.071482944851046e-13,4.007097635437865e-13,3.2457490847046695e-13
6629,2,63755962071.42455,191267886214.27365,400000000.0,68475000000.0,5.072594137433179e-13,70967.69005318196,27473711,1116638975454.006,1.5418842273496978e+18,200831280524.98734,300.0,7200.0,22825000000.0,22825000000.0,22825000000.0,5.072594137433179e-13,4.007975614762019e-13,3.246460247957234e-13
6630,2,63758077529.441505,191274232588.32452,400000000.0,68490000000.0,5.07370533001531e-13,70981.2815886738,27482044,1116676026151.6335,1.5418840265117535e+18,200837944217.74075,300.0,7200.0,22830000000.0,22830000000.0,22830000000.0,5.07370533001531e-13,4.0088535940861726e-13,3.2471714112097987e-13
6631,2,63760192738.63321,191280578215.89966,400000000.0,68505000000.0,5.074816522597443e-13,70994.87232188036,27490378,1116713072491.2693,1.5418838256671462e+18,200844607126.69464,300.0,7200.0,22835000000.0,22835000000.0,22835000000.0,5.074816522597443e-13,4.0097315734103266e-13,3.2478825744623633e-13
6632,2,63762307699.06645,191286923097.19934,400000000.0,68520000000.0,5.075927715179575e-13,71008.46225283557,27498711,1116750114474.0828,1.541883624815877e+18,200851269252.0593,300.0,7200.0,22840000000.0,22840000000.0,22840000000.0,5.075927715179575e-13,4.01060955273448e-13,3.248593737714928e-13
6633,2,63764422410.807976,191293267232.42392,400000000.0,68535000000.0,5.077038907761707e-13,71022.0513815732,27507044,1116787152101.2427,1.5418834239579466e+18,200857930594.0451,300.0,7200.0,22845000000.0,22845000000.0,22845000000.0,5.077038907761707e-13,4.011487532058634e-13,3.2493049009674924e-13
6634,2,63766536873.92449,191299610621.7735,400000000.0,68550000000.0,5.078150100343839e-13,71035.63970812723,27515378,1116824185373.918,1.5418832230933553e+18,200864591152.86218,300.0,7200.0,22850000000.0,22850000000.0,22850000000.0,5.078150100343839e-13,4.0123655113827877e-13,3.250016064220057e-13
6635,2,63768651088.48272,191305953265.44818,400000000.0,68565000000.0,5.079261292925972e-13,71049.22723253147,27523711,1116861214293.277,1.5418830222221043e+18,200871250928.72058,300.0,7200.0,22855000000.0,22855000000.0,22855000000.0,5.079261292925972e-13,4.0132434907069417e-13,3.2507272274726216e-13
6636,2,63770765054.54933,191312295163.64798,400000000.0,68580000000.0,5.080372485508103e-13,71062.81395481981,27532044,1116898238860.487,1.5418828213441946e+18,200877909921.83038,300.0,7200.0,22860000000.0,22860000000.0,22860000000.0,5.080372485508103e-13,4.0141214700310953e-13,3.251438390725186e-13
6637,2,63772878772.19094,191318636316.5728,400000000.0,68595000000.0,5.081483678090236e-13,71076.39987502612,27540378,1116935259076.7153,1.5418826204596265e+18,200884568132.40146,300.0,7200.0,22865000000.0,22865000000.0,22865000000.0,5.081483678090236e-13,4.0149994493552493e-13,3.252149553977751e-13
