day,phase,pv_m2,structure_kg,launched_m2,cum_area_m2,optical_depth,power_GW_1AU_equiv,mass_drivers_online,energy_kWh,resource_remaining_kg,used_mass_kg_day,transport_MW_used,transport_MWh,band_0_area_m2,band_1_area_m2,band_2_area_m2,band_0_od,band_1_od,band_2_od
2258,2,237579566.7156913,712738700.1470739,237579566.7156913,2910000000.0,2.1557136093363345e-14,3401.665904605911,11804,4161032087.7758274,1.5425031989006482e+18,748375635.1544275,300.0,7200.0,970000000.0,970000000.0,970000000.0,2.1557136093363345e-14,1.703279888858339e-14,1.379656709975254e-14
2259,2,237602700.17449623,712808100.5234886,237602700.17449623,2925000000.0,2.1668255351576555e-14,3419.1061179857616,11843,4161437253.3619065,1.5425031981521997e+18,748448505.5496631,300.0,7200.0,975000000.0,975000000.0,975000000.0,2.1668255351576555e-14,1.7120596820998768e-14,1.3867683425008996e-14
2260,2,237625825.65056437,712877476.9516932,237625825.65056437,2940000000.0,2.177937460978977e-14,3436.545368361448,11882,4161842279.1361966,1.5425031974036785e+18,748521350.7992778,300.0,7200.0,980000000.0,980000000.0,980000000.0,2.177937460978977e-14,1.7208394753414146e-14,1.3938799750265452e-14
2261,2,237648943.15017912,712946829.4505373,237648943.15017912,2955000000.0,2.1890493868002983e-14,3453.983655772777,11922,4162247165.208749,1.5425031966550843e+18,748594170.9230642,300.0,7200.0,985000000.0,985000000.0,985000000.0,2.1890493868002983e-14,1.7296192685829525e-14,1.4009916075521909e-14
2262,2,237672052.6796161,713016158.0388483,237672052.6796161,2970000000.0,2.2001613126216196e-14,3471.4209802595587,11961,4162651911.6894755,1.5425031959064172e+18,748666965.9407907,300.0,7200.0,990000000.0,990000000.0,990000000.0,2.2001613126216196e-14,1.73839906182449e-14,1.4081032400778365e-14
2263,2,237695154.24514344,713085462.7354304,237695154.24514344,2985000000.0,2.211273238442941e-14,3488.8573418615993,12001,4163056518.6881576,1.5425031951576776e+18,748739735.8722019,300.0,7200.0,995000000.0,995000000.0,995000000.0,2.211273238442941e-14,1.7471788550660278e-14,1.4152148726034822e-14
2264,2,237718247.85302135,713154743.559064,237718247.85302135,3000000000.0,2.222385164264262e-14,3506.2927406187036,12040,4163460986.3144383,1.542503194408865e+18,748812480.7370173,300.0,7200.0,1000000000.0,1000000000.0,1000000000.0,2.222385164264262e-14,1.7559586483075657e-14,1.422326505129128e-14
2265,2,237741333.50950244,713224000.5285072,237741333.50950244,3015000000.0,2.2334970900855834e-14,3523.7271765706755,12079,4163865314.67783,1.5425031936599798e+18,748885200.5549326,300.0,7200.0,1005000000.0,1005000000.0,1005000000.0,2.2334970900855834e-14,1.7647384415491035e-14,1.4294381376547735e-14
2266,2,237764411.22083172,713293233.6624951,237764411.22083172,3030000000.0,2.2446090159069048e-14,3541.1606497573193,12119,4164269503.887706,1.5425031929110218e+18,748957895.3456199,300.0,7200.0,1010000000.0,1010000000.0,1010000000.0,2.2446090159069048e-14,1.7735182347906414e-14,1.436549770180419e-14
2267,2,237787480.9932464,713362442.9797392,237787480.9932464,3045000000.0,2.2557209417282262e-14,3558.5931602184337,12158,4164673554.053308,1.5425031921619914e+18,749030565.1287261,300.0,7200.0,1015000000.0,1015000000.0,1015000000.0,2.2557209417282262e-14,1.7822980280321792e-14,1.4436614027060646e-14
2268,2,237810542.83297622,713431628.4989287,237810542.83297622,3060000000.0,2.2668328675495476e-14,3576.024707993818,12197,4165077465.283746,1.542503191412888e+18,749103209.9238751,300.0,7200.0,1020000000.0,1020000000.0,1020000000.0,2.2668328675495476e-14,1.791077821273717e-14,1.4507730352317105e-14
2269,2,237833596.74624312,713500790.2387294,237833596.74624312,3075000000.0,2.2779447933708686e-14,3593.4552931232715,12237,4165481237.68799,1.5425031906637123e+18,749175829.7506658,300.0,7200.0,1025000000.0,1025000000.0,1025000000.0,2.2779447933708686e-14,1.799857614515255e-14,1.457884667757356e-14
2270,2,237856642.73926157,713569928.2177848,237856642.73926157,3090000000.0,2.28905671919219e-14,3610.88491564659,12276,4165884871.3748856,1.542503189914464e+18,749248424.628674,300.0,7200.0,1030000000.0,1030000000.0,1030000000.0,2.28905671919219e-14,1.8086374077567927e-14,1.4649963002830016e-14
2271,2,237879680.81823826,713639042.4547148,237879680.81823826,3105000000.0,2.3001686450135114e-14,3628.313575603569,12315,4166288366.4531364,1.5425031891651428e+18,749320994.5774505,300.0,7200.0,1035000000.0,1035000000.0,1035000000.0,2.3001686450135114e-14,1.8174172009983306e-14,1.4721079328086472e-14
2272,2,237902710.98937246,713708132.9681174,237902710.98937246,3120000000.0,2.3112805708348327e-14,3645.741273034002,12355,4166691723.031319,1.5425031884157494e+18,749393539.6165233,300.0,7200.0,1040000000.0,1040000000.0,1040000000.0,2.3112805708348327e-14,1.8261969942398684e-14,1.479219565334293e-14
2273,2,237925733.2588558,713777199.7765673,237925733.2588558,3135000000.0,2.322392496656154e-14,3663.168007977681,12394,4167094941.2178736,1.5425031876662833e+18,749466059.7653958,300.0,7200.0,1045000000.0,1045000000.0,1045000000.0,2.322392496656154e-14,1.8349767874814063e-14,1.4863311978599386e-14
2274,2,237948747.63287228,713846242.8986168,237948747.63287228,3150000000.0,2.3335044224774752e-14,3680.5937804743967,12433,4167498021.1211095,1.5425031869167447e+18,749538555.0435476,300.0,7200.0,1050000000.0,1050000000.0,1050000000.0,2.3335044224774752e-14,1.843756580722944e-14,1.4934428303855842e-14
2275,2,237971754.11759838,713915262.3527952,237971754.11759838,3165000000.0,2.3446163482987965e-14,3698.018590563938,12473,4167900962.849204,1.5425031861671337e+18,749611025.470435,300.0,7200.0,1055000000.0,1055000000.0,1055000000.0,2.3446163482987965e-14,1.852536373964482e-14,1.5005544629112298e-14
2276,2,237994752.7192031,713984258.1576095,237994752.7192031,3180000000.0,2.355728274120118e-14,3715.4424382860925,12512,4168303766.510201,1.5425031854174502e+18,749683471.0654899,300.0,7200.0,1060000000.0,1060000000.0,1060000000.0,2.355728274120118e-14,1.8613161672060198e-14,1.5076660954368753e-14
2277,2,238017743.4438479,714053230.3315436,238017743.4438479,3195000000.0,2.3668401999414393e-14,3732.8653236806476,12551,4168706432.2120147,1.5425031846676943e+18,749755891.8481207,300.0,7200.0,1065000000.0,1065000000.0,1065000000.0,2.3668401999414393e-14,1.8700959604475576e-14,1.5147777279625212e-14
2278,2,238040726.29768658,714122178.8930597,238040726.29768658,3210000000.0,2.3779521257627607e-14,3750.2872467873876,12591,4169108960.0624247,1.542503183917866e+18,749828287.8377128,300.0,7200.0,1070000000.0,1070000000.0,1070000000.0,2.3779521257627607e-14,1.8788757536890955e-14,1.5218893604881668e-14
2279,2,238063701.2868656,714191103.8605968,238063701.2868656,3225000000.0,2.3890640515840817e-14,3767.7082076460956,12654,4169511350.169082,1.5425031831679654e+18,749900659.0536267,300.0,7200.0,1075000000.0,1075000000.0,1075000000.0,2.3890640515840817e-14,1.8876555469306333e-14,1.5290009930138123e-14
2280,2,380938669.46803814,1142816008.4041145,380938669.46803814,3240000000.0,2.400175977405403e-14,3785.128206296554,12717,6671861764.223206,1.5425031819680087e+18,1199956808.8243203,300.0,7200.0,1080000000.0,1080000000.0,1080000000.0,2.400175977405403e-14,1.8964353401721712e-14,1.536112625539458e-14
2281,2,380975404.31326836,1142926212.939805,380975404.31326836,3255000000.0,2.4112879032267245e-14,3802.5472427785426,12780,6672505148.129724,1.542503180767936e+18,1200072523.5867953,300.0,7200.0,1085000000.0,1085000000.0,1085000000.0,2.4112879032267245e-14,1.905215133413709e-14,1.5432242580651038e-14
2282,2,381012126.604474,1143036379.813422,381012126.604474,3270000000.0,2.4223998290480458e-14,3819.9653171318387,12843,6673148312.161697,1.5425031795677478e+18,1200188198.8040931,300.0,7200.0,1090000000.0,1090000000.0,1090000000.0,2.4223998290480458e-14,1.913994926655247e-14,1.5503358905907493e-14
2283,2,381048836.3514413,1143146509.0543242,381048836.3514413,3285000000.0,2.4335117548693672e-14,3837.3824293962243,12906,6673791256.490523,1.542503178367444e+18,1200303834.5070403,300.0,7200.0,1095000000.0,1095000000.0,1095000000.0,2.4335117548693672e-14,1.9227747198967844e-14,1.557447523116395e-14
2284,2,381085533.563945,1143256600.691835,381085533.563945,3300000000.0,2.4446236806906883e-14,3854.798579611472,12969,6674433981.287402,1.5425031771670246e+18,1200419430.7264266,300.0,7200.0,1100000000.0,1100000000.0,1100000000.0,2.4446236806906883e-14,1.9315545131383222e-14,1.5645591556420405e-14
2285,2,381122218.2517474,1143366654.7552423,381122218.2517474,3315000000.0,2.4557356065120096e-14,3872.2137678173576,13032,6675076486.723312,1.5425031759664896e+18,1200534987.4930046,300.0,7200.0,1105000000.0,1105000000.0,1105000000.0,2.4557356065120096e-14,1.94033430637986e-14,1.5716707881676864e-14
2286,2,381158890.4245996,1143476671.2737987,381158890.4245996,3330000000.0,2.466847532333331e-14,3889.627994053654,13095,6675718772.969035,1.542503174765839e+18,1200650504.8374887,300.0,7200.0,1110000000.0,1110000000.0,1110000000.0,2.466847532333331e-14,1.949114099621398e-14,1.578782420693332e-14
2287,2,381195550.0922401,1143586650.2767203,381195550.0922401,3345000000.0,2.4779594581546524e-14,3907.041258360133,13157,6676360840.195135,1.5425031735650732e+18,1200765982.7905562,300.0,7200.0,1115000000.0,1115000000.0,1115000000.0,2.4779594581546524e-14,1.9578938928629358e-14,1.5858940532189775e-14
2288,2,381232197.2643961,1143696591.7931883,381232197.2643961,3360000000.0,2.4890713839759738e-14,3924.453560776564,13220,6677002688.571979,1.5425031723641917e+18,1200881421.3828478,300.0,7200.0,1120000000.0,1120000000.0,1120000000.0,2.4890713839759738e-14,1.9666736861044736e-14,1.593005685744623e-14
2289,2,381268831.95078295,1143806495.8523488,381268831.95078295,3375000000.0,2.5001833097972948e-14,3941.8649013427157,13283,6677644318.269718,1.542503171163195e+18,1200996820.6449661,300.0,7200.0,1125000000.0,1125000000.0,1125000000.0,2.5001833097972948e-14,1.9754534793460115e-14,1.6001173182702686e-14
2290,2,381305454.1611039,1143916362.4833117,381305454.1611039,3390000000.0,2.5112952356186162e-14,3959.2752800983585,13346,6678285729.458304,1.5425031699620828e+18,1201112180.6074772,300.0,7200.0,1130000000.0,1130000000.0,1130000000.0,2.5112952356186162e-14,1.9842332725875493e-14,1.6072289507959145e-14
2291,2,381342063.90505075,1144026191.715152,381342063.90505075,3405000000.0,2.5224071614399376e-14,3976.684697083254,13409,6678926922.307479,1.5425031687608553e+18,1201227501.3009095,300.0,7200.0,1135000000.0,1135000000.0,1135000000.0,2.5224071614399376e-14,1.993013065829087e-14,1.61434058332156e-14
2292,2,381378661.1923034,1144135983.57691,381378661.1923034,3420000000.0,2.533519087261259e-14,3994.093152337169,13472,6679567896.986778,1.5425031675595123e+18,1201342782.7557554,300.0,7200.0,1140000000.0,1140000000.0,1140000000.0,2.533519087261259e-14,2.001792859070625e-14,1.6214522158472056e-14
2293,2,381415246.03252995,1144245738.09759,381415246.03252995,3435000000.0,2.5446310130825803e-14,4011.500645899866,13535,6680208653.665533,1.5425031663580544e+18,1201458025.0024695,300.0,7200.0,1145000000.0,1145000000.0,1145000000.0,2.5446310130825803e-14,2.0105726523121628e-14,1.6285638483728512e-14
2294,2,381451818.435387,1144355455.306161,381451818.435387,3450000000.0,2.5557429389039014e-14,4028.907177811106,13598,6680849192.512873,1.5425031651564813e+18,1201573228.071469,300.0,7200.0,1150000000.0,1150000000.0,1150000000.0,2.5557429389039014e-14,2.0193524455537007e-14,1.635675480898497e-14
2295,2,381488378.41051924,1144465135.2315576,381488378.41051924,3465000000.0,2.5668548647252227e-14,4046.312748110651,13661,6681489513.697715,1.5425031639547927e+18,1201688391.9931355,300.0,7200.0,1155000000.0,1155000000.0,1155000000.0,2.5668548647252227e-14,2.0281322387952385e-14,1.6427871134241426e-14
2296,2,381524925.9675598,1144574777.9026792,381524925.9675598,3480000000.0,2.577966790546544e-14,4063.717356838255,13724,6682129617.388777,1.5425031627529892e+18,1201803516.7978132,300.0,7200.0,1160000000.0,1160000000.0,1160000000.0,2.577966790546544e-14,2.0369120320367764e-14,1.6498987459497882e-14
2297,2,381561461.11613,1144684383.34839,381561461.11613,3495000000.0,2.5890787163678655e-14,4081.12100403368,13787,6682769503.75457,1.5425031615510707e+18,1201918602.5158095,300.0,7200.0,1165000000.0,1165000000.0,1165000000.0,2.5890787163678655e-14,2.0456918252783142e-14,1.6570103784754338e-14
2298,2,381597983.86583996,1144793951.5975199,381597983.86583996,3510000000.0,2.600190642189187e-14,4098.523689736679,13850,6683409172.963406,1.542503160349037e+18,1202033649.1773958,300.0,7200.0,1170000000.0,1170000000.0,1170000000.0,2.600190642189187e-14,2.054471618519852e-14,1.6641220110010797e-14
2299,2,381634494.2262875,1144903482.6788623,381634494.2262875,3525000000.0,2.611302568010508e-14,4115.925413987005,13913,6684048625.183387,1.5425031591468884e+18,1202148656.8128054,300.0,7200.0,1175000000.0,1175000000.0,1175000000.0,2.611302568010508e-14,2.06325141176139e-14,1.6712336435267252e-14
2300,2,381670992.2070594,1145012976.6211782,381670992.2070594,3540000000.0,2.6224144938318293e-14,4133.326176824416,13976,6684687860.582417,1.5425031579446246e+18,1202263625.4522371,300.0,7200.0,1180000000.0,1180000000.0,1180000000.0,2.6224144938318293e-14,2.0720312050029277e-14,1.6783452760523708e-14
2301,2,381707477.81773067,1145122433.453192,381707477.81773067,3555000000.0,2.6335264196531507e-14,4150.725978288657,14039,6685326879.328196,1.5425031567422461e+18,1202378555.1258516,300.0,7200.0,1185000000.0,1185000000.0,1185000000.0,2.6335264196531507e-14,2.0808109982444656e-14,1.6854569085780164e-14
2302,2,381743951.06786466,1145231853.2035937,381743951.06786466,3570000000.0,2.644638345474472e-14,4168.12481841948,14102,6685965681.588218,1.5425031555397527e+18,1202493445.8637733,300.0,7200.0,1190000000.0,1190000000.0,1190000000.0,2.644638345474472e-14,2.0895907914860034e-14,1.6925685411036622e-14
2303,2,381780411.96701336,1145341235.90104,381780411.96701336,3585000000.0,2.6557502712957934e-14,4185.522697256635,14165,6686604267.529779,1.5425031543371446e+18,1202608297.6960921,300.0,7200.0,1195000000.0,1195000000.0,1195000000.0,2.6557502712957934e-14,2.0983705847275413e-14,1.6996801736293078e-14
2304,2,381816860.52471715,1145450581.5741515,381816860.52471715,3600000000.0,2.6668621971171145e-14,4202.919614839867,14228,6687242637.319973,1.5425031531344212e+18,1202723110.652859,300.0,7200.0,1200000000.0,1200000000.0,1200000000.0,2.6668621971171145e-14,2.1071503779690788e-14,1.7067918061549534e-14
2305,2,381853296.7505048,1145559890.2515144,381853296.7505048,3615000000.0,2.677974122938436e-14,4220.315571208921,14291,6687880791.125688,1.5425031519315835e+18,1202837884.76409,300.0,7200.0,1205000000.0,1205000000.0,1205000000.0,2.677974122938436e-14,2.1159301712106167e-14,1.713903438680599e-14
2306,2,381889720.6538938,1145669161.9616814,381889720.6538938,3630000000.0,2.6890860487597572e-14,4237.710566403543,14354,6688518729.113617,1.5425031507286308e+18,1202952620.0597653,300.0,7200.0,1210000000.0,1210000000.0,1210000000.0,2.6890860487597572e-14,2.1247099644521545e-14,1.7210150712062445e-14
2307,2,381926132.2443901,1145778396.7331705,381926132.2443901,3645000000.0,2.7001979745810786e-14,4255.104600463474,14417,6689156451.450251,1.5425031495255634e+18,1203067316.569829,300.0,7200.0,1215000000.0,1215000000.0,1215000000.0,2.7001979745810786e-14,2.1334897576936923e-14,1.7281267037318904e-14
2308,2,381962531.5314881,1145887594.5944643,381962531.5314881,3660000000.0,2.7113099004024e-14,4272.497673428456,14480,6689793958.301874,1.5425031483223816e+18,1203181974.3241875,300.0,7200.0,1220000000.0,1220000000.0,1220000000.0,2.7113099004024e-14,2.1422695509352302e-14,1.735238336257536e-14
2309,2,381998918.52467084,1145996755.5740125,381998918.52467084,3675000000.0,2.722421826223721e-14,4289.889785338227,14543,6690431249.834576,1.542503147119085e+18,1203296593.352713,300.0,7200.0,1225000000.0,1225000000.0,1225000000.0,2.722421826223721e-14,2.151049344176768e-14,1.7423499687831815e-14
2310,2,382035293.23341,1146105879.7002301,382035293.23341,3690000000.0,2.7335337520450424e-14,4307.280936232526,14606,6691068326.214247,1.5425031459156739e+18,1203411173.6852417,300.0,7200.0,1230000000.0,1230000000.0,1230000000.0,2.7335337520450424e-14,2.159829137418306e-14,1.749461601308827e-14
2311,2,382071655.66716576,1146214967.0014975,382071655.66716576,3705000000.0,2.7446456778663638e-14,4324.67112615109,14669,6691705187.606575,1.542503144712148e+18,1203525715.3515723,300.0,7200.0,1235000000.0,1235000000.0,1235000000.0,2.7446456778663638e-14,2.1686089306598437e-14,1.756573233834473e-14
2312,2,382108005.8353871,1146324017.5061615,382108005.8353871,3720000000.0,2.755757603687685e-14,4342.0603551336535,14732,6692341834.177054,1.542503143508508e+18,1203640218.3814695,300.0,7200.0,1240000000.0,1240000000.0,1240000000.0,2.755757603687685e-14,2.1773887239013816e-14,1.7636848663601185e-14
2313,2,382144343.74751145,1146433031.2425344,382144343.74751145,3735000000.0,2.7668695295090065e-14,4359.448623219951,14795,6692978266.09097,1.5425031423047532e+18,1203754682.804661,300.0,7200.0,1245000000.0,1245000000.0,1245000000.0,2.7668695295090065e-14,2.1861685171429194e-14,1.770796498885764e-14
2314,2,382180669.41296506,1146542008.2388952,382180669.41296506,3750000000.0,2.7779814553303276e-14,4376.8359304497135,14858,6693614483.513416,1.542503141100884e+18,1203869108.65084,300.0,7200.0,1250000000.0,1250000000.0,1250000000.0,2.7779814553303276e-14,2.1949483103844572e-14,1.7779081314114097e-14
2315,2,382216982.8411627,1146650948.5234878,382216982.8411627,3765000000.0,2.789093381151649e-14,4394.2222768626725,14921,6694250486.609289,1.5425031398969006e+18,1203983495.9496622,300.0,7200.0,1255000000.0,1255000000.0,1255000000.0,2.789093381151649e-14,2.203728103625995e-14,1.7850197639370555e-14
2316,2,382253284.0415079,1146759852.1245239,382253284.0415079,3780000000.0,2.8002053069729703e-14,4411.607662498558,14983,6694886275.543287,1.5425031386928028e+18,1204097844.73075,300.0,7200.0,1260000000.0,1260000000.0,1260000000.0,2.8002053069729703e-14,2.212507896867533e-14,1.792131396462701e-14
2317,2,382289573.0233931,1146868719.0701792,382289573.0233931,3795000000.0,2.8113172327942917e-14,4428.992087397097,15046,6695521850.479903,1.5425031374885906e+18,1204212155.023688,300.0,7200.0,1265000000.0,1265000000.0,1265000000.0,2.8113172327942917e-14,2.2212876901090708e-14,1.7992430289883467e-14
2318,2,382325849.79619914,1146977549.3885975,382325849.79619914,3810000000.0,2.822429158615613e-14,4446.375551598016,15109,6696157211.583445,1.5425031362842642e+18,1204326426.8580275,300.0,7200.0,1270000000.0,1270000000.0,1270000000.0,2.822429158615613e-14,2.2300674833506086e-14,1.8063546615139922e-14
2319,2,382362114.36929595,1147086343.1078877,382362114.36929595,3825000000.0,2.833541084436934e-14,4463.75805514104,15172,6696792359.018012,1.5425031350798234e+18,1204440660.263282,300.0,7200.0,1275000000.0,1275000000.0,1275000000.0,2.833541084436934e-14,2.2388472765921465e-14,1.8134662940396378e-14
2320,2,382398366.75204206,1147195100.2561262,382398366.75204206,3840000000.0,2.844653010258256e-14,4481.139598065894,15235,6697427292.947516,1.5425031338752686e+18,1204554855.2689326,300.0,7200.0,1280000000.0,1280000000.0,1280000000.0,2.844653010258256e-14,2.2476270698336843e-14,1.8205779265652837e-14
2321,2,382434606.95378464,1147303820.861354,382434606.95378464,3855000000.0,2.855764936079577e-14,4498.520180412297,15298,6698062013.535667,1.5425031326705997e+18,1204669011.9044218,300.0,7200.0,1285000000.0,1285000000.0,1285000000.0,2.855764936079577e-14,2.256406863075222e-14,1.8276895590909292e-14
2322,2,382470834.9838601,1147412504.9515803,382470834.9838601,3870000000.0,2.866876861900898e-14,4515.899802219971,15361,6698696520.945985,1.5425031314658166e+18,1204783130.1991594,300.0,7200.0,1290000000.0,1290000000.0,1290000000.0,2.866876861900898e-14,2.26518665631676e-14,1.8348011916165748e-14
2323,2,382507050.8515932,1147521152.5547795,382507050.8515932,3885000000.0,2.877988787722219e-14,4533.278463528635,15424,6699330815.341783,1.5425031302609193e+18,1204897210.1825185,300.0,7200.0,1295000000.0,1295000000.0,1295000000.0,2.877988787722219e-14,2.273966449558298e-14,1.8419128241422204e-14
2324,2,382543254.5662979,1147629763.6988938,382543254.5662979,3900000000.0,2.8891007135435407e-14,4550.656164378009,15487,6699964896.886191,1.542503129055908e+18,1205011251.8838384,300.0,7200.0,1300000000.0,1300000000.0,1300000000.0,2.8891007135435407e-14,2.2827462427998357e-14,1.8490244566678663e-14
2325,2,382579446.1372768,1147738338.4118304,382579446.1372768,3915000000.0,2.900212639364862e-14,4568.0329048078065,15550,6700598765.742137,1.5425031278507827e+18,1205125255.332422,300.0,7200.0,1305000000.0,1305000000.0,1305000000.0,2.900212639364862e-14,2.2915260360413732e-14,1.8561360891935118e-14
2326,2,382615625.5738216,1147846876.7214649,382615625.5738216,3930000000.0,2.9113245651861834e-14,4585.408684857743,15613,6701232422.072359,1.5425031266455434e+18,1205239220.557538,300.0,7200.0,1310000000.0,1310000000.0,1310000000.0,2.9113245651861834e-14,2.300305829282911e-14,1.8632477217191574e-14
2327,2,382651792.88521266,1147955378.6556382,382651792.88521266,3945000000.0,2.922436491007505e-14,4602.783504567532,15676,6701865866.039393,1.5425031254401905e+18,1205353147.5884202,300.0,7200.0,1315000000.0,1315000000.0,1315000000.0,2.922436491007505e-14,2.309085622524449e-14,1.870359354244803e-14
2328,2,382687948.0807195,1148063844.2421584,382687948.0807195,3960000000.0,2.933548416828826e-14,4620.157363976883,15739,6702499097.805591,1.5425031242347233e+18,1205467036.4542663,300.0,7200.0,1320000000.0,1320000000.0,1320000000.0,2.933548416828826e-14,2.3178654157659868e-14,1.8774709867704488e-14
2329,2,382724091.16960037,1148172273.508801,382724091.16960037,3975000000.0,2.9446603426501476e-14,4637.530263125511,15802,6703132117.533101,1.5425031230291425e+18,1205580887.184241,300.0,7200.0,1325000000.0,1325000000.0,1325000000.0,2.9446603426501476e-14,2.3266452090075246e-14,1.8845826192960944e-14
2330,2,382760222.1611025,1148280666.4833076,382760222.1611025,3990000000.0,2.955772268471469e-14,4654.902202053121,15865,6703764925.383885,1.5425031218234478e+18,1205694699.807473,300.0,7200.0,1330000000.0,1330000000.0,1330000000.0,2.955772268471469e-14,2.3354250022490624e-14,1.89169425182174e-14
2331,2,382796341.06446224,1148389023.1933868,382796341.06446224,4005000000.0,2.96688419429279e-14,4672.273180799422,15928,6704397521.519711,1.5425031206176392e+18,1205808474.3530562,300.0,7200.0,1335000000.0,1335000000.0,1335000000.0,2.96688419429279e-14,2.3442047954906003e-14,1.8988058843473855e-14
2332,2,382832447.8889049,1148497343.6667147,382832447.8889049,4020000000.0,2.977996120114111e-14,4689.6431994041195,15991,6705029906.102149,1.542503119411717e+18,1205922210.8500504,300.0,7200.0,1340000000.0,1340000000.0,1340000000.0,2.977996120114111e-14,2.352984588732138e-14,1.9059175168730314e-14
2333,2,382868542.64364463,1148605627.930934,382868542.64364463,4035000000.0,2.9891080459354324e-14,4707.012257906918,16054,6705662079.2925825,1.5425031182056812e+18,1206035909.3274806,300.0,7200.0,1345000000.0,1345000000.0,1345000000.0,2.9891080459354324e-14,2.361764381973676e-14,1.913029149398677e-14
2334,2,382904625.3378848,1148713876.0136545,382904625.3378848,4050000000.0,3.000219971756754e-14,4724.380356347521,16117,6706294041.2522,1.5425031169995315e+18,1206149569.8143373,300.0,7200.0,1350000000.0,1350000000.0,1350000000.0,3.000219971756754e-14,2.3705441752152138e-14,1.9201407819243225e-14
2335,2,382940695.98081774,1148822087.9424534,382940695.98081774,4065000000.0,3.011331897578075e-14,4741.747494765632,16180,6706925792.141998,1.5425031157932685e+18,1206263192.339576,300.0,7200.0,1355000000.0,1355000000.0,1355000000.0,3.011331897578075e-14,2.3793239684567517e-14,1.927252414449968e-14
2336,2,382976754.5816248,1148930263.7448745,382976754.5816248,4080000000.0,3.0224438233993965e-14,4759.113673200946,16243,6707557332.122782,1.5425031145868915e+18,1206376776.9321182,300.0,7200.0,1360000000.0,1360000000.0,1360000000.0,3.0224438233993965e-14,2.3881037616982895e-14,1.9343640469756137e-14
2337,2,383012801.14947647,1149038403.4484293,383012801.14947647,4095000000.0,3.033555749220718e-14,4776.478891693167,16306,6708188661.355168,1.5425031133804014e+18,1206490323.6208508,300.0,7200.0,1365000000.0,1365000000.0,1365000000.0,3.033555749220718e-14,2.3968835549398273e-14,1.9414756795012595e-14
2338,2,383048835.69353235,1149146507.080597,383048835.69353235,4110000000.0,3.044667675042039e-14,4793.843150281989,16369,6708819779.999578,1.5425031121737974e+18,1206603832.4346268,300.0,7200.0,1370000000.0,1370000000.0,1370000000.0,3.044667675042039e-14,2.4056633481813652e-14,1.948587312026905e-14
2339,2,383084858.2229411,1149254574.6688235,383084858.2229411,4125000000.0,3.0557796008633607e-14,4811.20644900711,16432,6709450688.216242,1.5425031109670802e+18,1206717303.4022646,300.0,7200.0,1375000000.0,1375000000.0,1375000000.0,3.0557796008633607e-14,2.414443141422903e-14,1.9556989445525507e-14
2340,2,383120868.7468406,1149362606.2405217,383120868.7468406,4140000000.0,3.066891526684682e-14,4828.568787908222,16495,6710081386.165206,1.5425031097602493e+18,1206830736.5525477,300.0,7200.0,1380000000.0,1380000000.0,1380000000.0,3.066891526684682e-14,2.423222934664441e-14,1.9628105770781962e-14
2341,2,383156867.27435786,1149470601.8230734,383156867.27435786,4155000000.0,3.0780034525060034e-14,4845.930167025019,16558,6710711874.006323,1.5425031085533053e+18,1206944131.914227,300.0,7200.0,1385000000.0,1385000000.0,1385000000.0,3.0780034525060034e-14,2.4320027279059787e-14,1.969922209603842e-14
2342,2,383192853.8146088,1149578561.4438264,383192853.8146088,4170000000.0,3.089115378327324e-14,4863.290586397194,16621,6711342151.899251,1.542503107346248e+18,1207057489.5160177,300.0,7200.0,1390000000.0,1390000000.0,1390000000.0,3.089115378327324e-14,2.4407825211475166e-14,1.9770338421294877e-14
2343,2,383228828.37669903,1149686485.1300972,383228828.37669903,4185000000.0,3.1002273041486455e-14,4880.650046064433,16684,6711972220.003468,1.542503106139077e+18,1207170809.386602,300.0,7200.0,1395000000.0,1395000000.0,1395000000.0,3.1002273041486455e-14,2.4495623143890544e-14,1.9841454746551333e-14
2344,2,383264790.9697229,1149794372.9091685,383264790.9697229,4200000000.0,3.111339229969967e-14,4898.008546066429,16746,6712602078.478252,1.542503104931793e+18,1207284091.554627,300.0,7200.0,1400000000.0,1400000000.0,1400000000.0,3.111339229969967e-14,2.4583421076305923e-14,1.9912571071807788e-14
2345,2,383300741.6027642,1149902224.8082926,383300741.6027642,4215000000.0,3.122451155791288e-14,4915.366086442866,16809,6713231727.482705,1.5425031037243955e+18,1207397336.0487072,300.0,7200.0,1405000000.0,1405000000.0,1405000000.0,3.122451155791288e-14,2.4671219008721298e-14,1.9983687397064247e-14
2346,2,383336680.284896,1150010040.854688,383336680.284896,4230000000.0,3.1335630816126096e-14,4932.72266723343,16872,6713861167.175732,1.542503102516885e+18,1207510542.8974223,300.0,7200.0,1410000000.0,1410000000.0,1410000000.0,3.1335630816126096e-14,2.4759016941136676e-14,2.0054803722320703e-14
2347,2,383372607.02518046,1150117821.0755413,383372607.02518046,4245000000.0,3.144675007433931e-14,4950.0782884778055,16935,6714490397.716049,1.5425031013092613e+18,1207623712.1293182,300.0,7200.0,1415000000.0,1415000000.0,1415000000.0,3.144675007433931e-14,2.4846814873552055e-14,2.0125920047577158e-14
